'_fordlla@8' 1
'_fordllc@4' 1
'abcd' 1
'db_block_size' 1
'dbblock 1
'delo.dll' 1
'deny' 2
'doopt' 1
'fordll.dll' 1
'hdrl' 1
'http 1
'movi' 1
's 734
'strl' 1
't 2
'the 1
'transdata' 1
'yyyymmdd' 1
++ 32
+++ 37
++++ 1
++- 1
++-+ 1
++x 1
++— 3
+- 1
+-+ 6
+-- 1
+-V 2
+. 5
+...+uin. 1
+.H 1
+.N 1
+.O 1
+.OH 1
+0 2
+0-4-4-4-5-1-10111444 1
+0.000.633 1
+0.01 1
+0.05mg/L 2
+0.10mg/L 2
+0.125 1
+0.1251gS- 2
+0.125lgS- 2
+0.13 1
+0.14 1
+0.15mg/L 2
+0.2270.653 1
+0.24 1
+0.25 1
+0.253+2.433+0.560+3.451+0.167+0.880+0.228+1.494 1
+0.2u 2
+0.3 2
+0.3145u 2
+0.32 1
+0.37V 1
+0.39 1
+0.4439u 2
+0.5 8
+0.5107u 2
+0.5Tu2 2
+0.5X 1
+0.5e 1
+0.5u 2
+0.6% 1
+0.6112u 2
+0.7 1
+0.7e 1
+0.8 1
+0.88 1
+0.8e 1
+0.8y 1
+0dB 1
+0．029 2
+0．190 2
+0．221 2
+1 64
+1% 1
+1-202 2
+1-403 2
+1. 10
+1.0 3
+1.0100.9980.9870.9710.9560.9440.9370.9290.9260.916 1
+1.080×10-3 2
+1.2 1
+1.22 1
+1.2u 2
+1.38 1
+1.4-0.2 1
+1.451.481.461.661.831.891.941.981.952.10 1
+1.5 2
+1.5mg/L 3
+1.5mg/LN+0.05mg/LPN1+P16.650.1641.5 2
+1.5mg/LN+0.10mg/L 2
+1.6x 1
+1.77 1
+1.8 1
+1.92 1
+1.962.032.232.322.342.322.322.372.492.50 1
+10 4
+10.218.397.677.336.266.445.055.365.324.50 1
+100 4
+100mL 1
+10KT 1
+11 2
+11.7 2
+11.9 1
+1113 1
+12 1
+12V 1
+13.2213.9114.0714.2313.5712.6725.7432.6919.6919.61 1
+13.33E 1
+13.98+4.10+0 1
+13.98+4.100 1
+13.98dB 1
+14 5
+14m 1
+15-1-5+5 1
+15V 1
+1602177521342606273229353136440468089532 1
+180° 3
+19.9 2
+1=2. 1
+1=ver 1
+1=∞. 1
+1mol/L 2
+1u 1
+1≤k≤ 2
+1≥1 1
+1．946 2
+1／2∑ 1
+1｜ 1
+2 43
+2.0 2
+2.07 1
+2.5 1
+2.8 1
+20% 1
+200 1
+21.9 2
+2167.941.75.88 1
+22.9 1
+221.17281.85365.70446.35451.63538.68868.581601.162923.843223.11 1
+23.6 2
+23.9% 1
+25 1
+27 1
+27m 1
+2GH+Gmn/8 1
+2H+ 3
+2H2O 3
+2NS+ 3
+2NSmax+ 3
+2Na2CrO4 2
+2OH 1
+2S 1
+2SiO2 1
+2T 3
+2T2 3
+2V 1
+2p 1
+2sin4 1
+2xT 5
+2×5+ 1
+2∫tt-h2xTKTKxd 1
+3 14
+3+2+20+1 2
+3+200+1 2
+3-17 1
+3.0 1
+3.063.193.203.153.193.223.203.233.403.36 1
+3.0mg/L 5
+3.38 1
+3.7 1
+30 3
+30. 1
+30.4 2
+3000+1 2
+33 1
+33-1 4
+34 2
+34.2 2
+34.4025.4222.6022.4017.0312.549.649.039.107.51 1
+35 1
+39.1 2
+39.7 2
+3Cl 1
+3ClO 1
+3H2O 2
+4 14
+4.1 1
+4.1dB 1
+4.49 1
+4.5907×10-4Q+4.0101×10-3C+11.9819 1
+44 5
+44-171 3
+47-22-573607 2
+47-22-688753. 2
+47.0 2
+478 1
+4NaOH 2
+5 7
+5.0 1
+5.4 1
+50% 2
+505051925737628362267041742999321484218627 1
+50m 1
+51.1 2
+5V 1
+5×106 1
+6 6
+6187778551108130114011318158820412707 1
+7 3
+7.07 1
+7.25sin 2
+7.3 1
+7.8 1
+7.808.9810.9914.7918.4623.0231.5649.2684.23130.10 1
+70 2
+704.6% 1
+720 1
+7481630250729241905439194166601205523921 1
+8 3
+8.3 1
+8.5 1
+8.7 1
+8.9×106 1
+81.3% 1
+9 1
+9.1 1
+9.4 1
+9.816 2
+90959205889212240696469838530132971660616894 1
+= 6
+A 13
+A-u 1
+A0 1
+A1 1
+AB2 2
+AISX 1
+AP2EO 1
+AT 3
+AnXt-n+ 1
+Apq-p 1
+As 1
+At 1
+B 11
+B0 1
+B0u 1
+B1 3
+B12 2
+B12k 2
+B1u 1
+B1v+B1q 3
+B2k-1 2
+B2u 1
+BEu 4
+BGC+CTGTBT＜0 1
+BSA 1
+BT 2
+BU 3
+Bbf+ 3
+Bgq-g 1
+BkY 2
+Bu 16
+Bw 2
+Bx 1
+B．G 1
+C 10
+C1 1
+CC 1
+CE 2
+CH3 2
+CKNAME 1
+CO25245.422- 1
+CTqT 1
+CaO51311.209.0631.68149.50 1
+Ci 1
+Ci=t 1
+Ci≤t 1
+CkZ 2
+Cl 1
+ClO 1
+Cmax 1
+Cov 1
+Cq-1 1
+Crq-r 1
+C′ 1
+C′1 1
+D 4
+DQ 2
+Dc 1
+Dk＝0 2
+Dp 1
+Du 1
+Dv 2
+Dzp 1
+E 7
+ES 2
+ET 2
+Ed-1z- 2
+Ee 3
+EjB 1
+EjC 1
+EyN 3
+Eym 2
+F 17
+F0 1
+F1 1
+F2 1
+F2sinh 3
+F3cos 3
+F4cosh 3
+FDi 1
+FK 1
+FRD13502 1
+FTEMP 2
+Fe2O34928.890.4331.70149.50 1
+Fk 2
+Fu 1
+G 12
+G12 1
+G22 1
+GT 7
+Ga 4
+GjT 2
+Gx 1
+H 8
+H+ 2
+H2O 2
+H2O+X 2
+H2O=2CO2 1
+H2O≡Mn 1
+H2S 1
+HCO-３ 1
+HCO-３- 1
+HCO-３-Cl-+SO2-４ 1
+HCr2O-7 2
+HNO2-d 2
+HT 1
+H\ 2
+Hk 2
+Hl 2
+I 2
+IIOP 1
+IRCT 1
+ISX 1
+IX 1
+Inf 1
+JT 1
+K 16
+K/h 1
+K1y 1
+K2 1
+K2a1 1
+K2y 1
+K3 1
+K4 1
+KIe 2
+KV°K 2
+L 8
+Lek 2
+Lpar 3
+Lpro 5
+M 13
+M12 1
+MD5 1
+ML0 1
+Mg2++Mg2+-HCO-３ 1
+Mji 3
+Myrsine 2
+N 10
+N1io 2
+N1net 2
+N2 2
+N2io 2
+N2k2Sd2+N3k3Sd3 1
+N3k3Sd3≥N1+N2N3+2N2+N3. 1
+N=0 5
+NH4+ 1
+NP 1
+NPK 2
+NSlogM 5
+NSmaxlogM 5
+NaCl4476.760.0212.05152.75 1
+NaNO3+ 1
+NaNO34786.790.0231.80146.75 1
+O 3
+O2 1
+O=H 3
+OX 2
+P 1
+PW 1
+PWP+Q≤ 2
+PZH 1
+Pentium 1
+Pn 3
+PnWn 3
+Pr 1
+Prob 1
+Q 5
+Q=0. 1
+Qi=0 1
+R 3
+R-1P 1
+R.Vf 2
+Rb 1
+S 4
+S0 1
+S2- 1
+S9 2
+SO2-4 1
+SO2-４-Cl- 1
+SO42-=2HCO3-+HS- 2
+SQ 1
+SQR 2
+STR-1S＜0. 1
+STiR-1Si＜0 1
+ServerHello.random 1
+T 7
+T3 1
+TEM 2
+Tei 3
+Time 5
+Tu1 2
+U 6
+UV 2
+Uaq+Um 1
+V 10
+Vr 2
+Vv 2
+W 12
+WP 1
+Wi 1
+Wij 1
+WjiIj 2
+W°=0 2
+X 1
+Y 2
+YL 2
+ZL 2
+a 13
+a0 2
+a1 1
+a2 2
+ai2 2
+ak-1i 1
+am/um 1
+amq-m=1+A′ 3
+anM 1
+anQn 1
+anaSma 2
+anq-n 1
+anz-n 2
+ar 1
+at-1zt-1 1
+at-1zt-1mod 1
+b 15
+b0u 2
+b1 1
+b1u 2
+b2 1
+bLbgx 2
+bel 2
+bijmq-m 3
+bixi 1
+blevel 1
+bmq-m 1
+bnbSmb 2
+bnbz-nb 1
+bnn+dmaxz- 2
+bnz-n+1 2
+bu 1
+c 4
+c+ 1
+c0 2
+c1 2
+c2 1
+cFieldName 1
+ck1B1 2
+ckmBm 2
+cl 2
+clq-l 1
+cn-1en-1+en. 1
+cnc 2
+cncSmc. 2
+cncq-nc 3
+cnz-n 2
+cos 1
+cos2 5
+cs+c0 1
+d 18
+dK 1
+dL 1
+dW/d 1
+diag 1
+direct 1
+dndSnd 2
+e 38
+e-Lt 2
+ej-1q-j+1 1
+em—top.text+ 1
+except 1
+e′ 1
+f 3
+f0 2
+f1 1
+f2 1
+f22 2
+fdz-d 2
+fk-1 2
+fr 5
+fs 5
+f′ 3
+g 13
+g0 1
+g1 1
+g2 2
+gi 2
+gn-1z-n+1． 2
+gu 1
+gy 1
+h 8
+h1 1
+h2 1
+hi.g=Wj/Pi 1
+hj-1q-j+1 1
+hj.g 1
+i 3
+ig 1
+ip 1
+iv 1
+j 1
+jH+ 1
+k 13
+k-1= 1
+k. 2
+k2c2+k1c+k0.3 1
+kp 1
+kpuvs 1
+k′ 1
+l 2
+l0 1
+l2-mp. 1
+l2. 1
+ln 3
+lni0≈lni0+lnr 1
+localPort+ 1
+log 1
+lr 1
+m 12
+m+ 1
+m+1 1
+m.bd 2
+m2ym 1
+m3yr 1
+max 2
+min 5
+mn 1
+mu 1
+n 7
+n2tw 1
+nN=n. 1
+ng 1
+p 8
+p. 1
+pTi0 3
+pn 1
+q 1
+q-dG 1
+q-dO 1
+q-jFj 1
+query1.Fields 1
+query1.fields 1
+r 22
+r+2s 1
+r.Nx 2
+r.Ny 2
+r.Nz 2
+r0P-10CT 2
+r2 2
+rpn 2
+s 4
+s2 6
+s3 2
+shear×cos 1
+sl 3
+sn 1
+sn2q-n2 1
+sum 1
+t 4
+t-t1 1
+t2- 1
+t2-t1 1
+t2-t1＞P 1
+tf.n 3
+ti2 1
+tin 1
+tn 1
+tr 3
+u 14
+u+ 2
+u2 1
+udi 2
+uf 1
+ugi 2
+ui 2
+ut 1
+uvs 1
+v 19
+vi-1+k 3
+vi-1+k. 3
+vk. 1
+vvk 3
+v° 2
+w 6
+w0ii 1
+w1v 1
+wi 3
+wvk 3
+wx 1
+w° 2
+x 4
+xT 1
+xiri 1
+xm 1
+xri 1
+xt+B 1
+y 7
+y.f2 2
+y.sin 4
+y1×sin 1
+y2 1
+yH+ 2
+yM 1
+yN 3
+yi 1
+yn 1
+ysin 2
+z 1
+z-d 2
+z-d-1G 2
+z-dG 2
+z-dN 2
+zcos 1
+zi 1
+× 5
+—PASC 1
+′—t′ 1
+∑ 6
+∑1≤k≤mML 2
+∑Oj+1k 1
+∞ 30
+∞. 1
+∫t0PAS0 2
+∫t0f 2
+∫tt-dxT 2
+分 1
+．P 1
+＝ 2
+＼r＼n 1
+｜T-T′ 2
,. 1
,.. 16
,.Transitions 1
,0 4
,1 13
,1% 1
,10 1
,1000 1
,105～115 2
,1119～1130 2
,113～123 2
,118～119 1
,12 2
,1212～1219 2
,135 1
,144～155 2
,148 1
,150 2
,1543～1550 2
,1585 1
,1671 1
,1766 1
,18 2
,1870 1
,1880 1
,1943 1
,1946 1
,1954 2
,1960 1
,1961 2
,1965 1
,1976 2
,1981a 1
,1981b 1
,1982,79 1
,1983 1
,1984 1
,1985 1
,1986 2
,1987 1
,1987,21 1
,1988 2
,1988,22 1
,1988,85 1
,1989 2
,1989,1 2
,1989,16 1
,1989,75 2
,1990 3
,1991 2
,1991,25 1
,1991,3 2
,1991b 1
,1992,26 3
,1992,47 2
,1993 3
,1993,25～44 2
,1993,28 1
,1994 3
,1994,17 2
,1995 4
,1995,7 2
,1995.Ch,7,271] 2
,1996,17 1
,1996,26 2
,1996,30 1
,1996,39 1
,1996,46 1
,1996,48 2
,1997 5
,1997,18 1
,1997,20 1
,1997,27 2
,1997,31 1
,1997,40 2
,1997,8 1
,1998 2
,1998,3 1
,1998,34 1
,1998,41 4
,1999 1
,1999,22 1
,1999,25 1
,2 10
,2.Department 1
,20.43% 2
,21.3RMB 2
,229 1
,231 2
,24,483 1
,240 1
,256 1
,27.8RMB 2
,27～42 2
,281 1
,2] 1
,3 9
,305 1
,307 1
,319 1
,32,32,32,45 1
,3260 2
,351 1
,371～376 2
,4 7
,40 1
,417－433 2
,422 1
,429 1
,430070 1
,45～57 1
,47 2
,472～474 2
,487～492 2
,4～5 3
,5 6
,500 1
,50p 1
,585 1
,617 1
,617～624 2
,63.7% 1
,638～644 2
,65 1
,66.9% 1
,7 1
,8 3
,8.82kJ 2
,833～837 2
,88,2 1
,i] 1
,φ 1
,… 4
,…… 1
,∧,∨,┐ 1
,≤ 1
,≥ 1
,≥,≤ 1
,　 5
,　0＜h≤146.971 2
,　0＜h≤67.034 2
,　i∈N 1
,　k 2
,　k∈Z 1
,　x≠0,　i 1
,　　 9
,　　k 2
,　　n2 1
,　　　 2
,　　　0≤t＜te2 2
,　　　　modsize 1
,　　　　　 1
,　　　　　　 1
,　　　　　　　　　 2
,　　　　　　　　　　 2
,〈CA 9
,〈X2,.. 7
,极线 3
--- 28
---- 4
----- 4
------ 38
----------- 1
--------------- 2
----------------------------------------------------------------- 1
-------------------------------------------------------------------------------- 13
-: 1
-— 1
-： 1
.' 1
..... 1
.............supporting 1
......concluding 1
......supporting 1
......thesis 1
...C1 1
...xn 5
.05 1
.1914.Die 1
.1955.Hands 1
.1959.Neo 1
.1966.Pidgin 1
.1971 1
.1975.A 1
.1977.Languages 1
.1981.Roots 1
.1983 1
.1985.158 1
.1991 2
.1992.On 1
.1993.Atlantic 1
.1994 2
.1995.1882 1
.1996 2
.1997 5
.19th 2
.2196 2
.299 1
.2nd 2
.3045 2
.35315.8097.1599.5791.12 1
.4 1
.4262 2
.4308 2
.4482 2
.46 1
.4932 2
.5186.3045 2
.5558 2
.5592 2
.66 1
.7141.7302 2
.79th 2
.80 1
.8561.7321.701 1
.9 1
.9302.8087 2
.9309.8077 2
.9420.1629 2
.9　The] 1
.A 2
.AL 2
.AMBIO 2
.AMBIO,1992 2
.AND.I.LE.26 2
.AND.I.LE.64 2
.Abstract 2
.Academic 4
.According 3
.Acid 2
.Acta 4
.Ada 1
.Addison 1
.Adsorption 1
.Again 2
.Ambio 1
.Ambio.,1992,19 2
.American 1
.And 1
.Ann 2
.Appl 2
.Applied 2
.Aqu.Toxicol.,1993,27 1
.Aquaculture,1984,42 2
.Aquatic 1
.As 2
.Bacterial 1
.Baker 2
.Based 3
.Because 2
.Beijing 7
.Benjamin 1
.Bergman 1
.Biological 1
.Biology 1
.Bioresour.Technol.,1993 2
.Biotech 1
.Biotechnology 2
.Biotransformatioons 1
.But 1
.By 2
.C 1
.CCSR 1
.CRC 1
.CX 1
.Cambridge 1
.Caption 1
.Chelsea 2
.Chemical 1
.Chemosphere 2
.Chen 1
.Chinese 1
.Ci 1
.Cognitive 1
.Communication 1
.Comp.Biochem.Physiol.,1983,74B 1
.Concentration 2
.Consider 2
.Contaminant 1
.Contributions 1
.Crisis 1
.Crit.Rew.Toxicol.,1996,2 1
.CurrentSele 1
.Dam 2
.Department 1
.Due 2
.E.Rodolfo 1
.Econometrica 1
.Economic 1
.Economies 1
.Effect 1
.Endocri.,1978,102 1
.Environ 4
.Environ.Pollut.,1989,58 2
.Environ.Sci.Technol.,1993,27 1
.Environ.Sci.Technol.,1994,28 2
.Environ.Toxicol.Chem 1
.Environ.Toxicol.Chem.,1995,14 2
.Environmental 1
.En′1 1
.Especially 1
.Exercise 1
.Experiment 1
.F 1
.Factors 2
.First 1
.Fitter 1
.Florida 1
.For 5
.Fourteen 1
.Fredensborg 1
.From 1
.Full 1
.GT.CUT2 2
.Gaud 3
.Global 2
.Glucose 1
.Granmo 1
.Graud 3
.Ground 2
.Handwoerterbuch 1
.Hangzhou 1
.He 2
.Held 1
.Hence 1
.His 1
.Homewood 1
.However 2
.Hydrobiologia 1
.Hydrolysis 2
.IEE,1974 1
.IEEE 1
.If 1
.In 9
.Increasing 1
.Ind 2
.Indust.Engin.Chem.,1926 2
.Inorganic 3
.Instituto 1
.Intern.J.Environ.Anal.Chem 2
.Intern.J.Environ.Annual.Chem 1
.International 4
.Interpretation 1
.Intuitively 2
.It 7
.J 4
.J.Control 1
.J.Environ.Sci.Health 1
.J.Photochem 2
.J.Phycol 2
.J.Phycol.,1980,16 2
.J.Phycol.,1990,26 2
.Journal 5
.Key 2
.Khim 2
.Kluwer 2
.Lancaster 2
.Let 1
.Literature 3
.London 4
.London.1976.151 1
.Lough 2
.MEC′A1 1
.Main 2
.Many 1
.Marine 2
.Martin 1
.Measurment 1
.Mechanism 2
.Methodology 2
.Micronucleus 2
.Modeling 1
.Moreover 4
.Nairobi,1996 2
.National 1
.Nature 2
.Nature,1993,361 1
.Neurosci 1
.Nj 1
.Now 1
.Npi 3
.Nucl.Scien 1
.Number 2
.Numerical 1
.O 4
.OH 8
.Obviously,σ1∩H· 1
.Oj 1
.On 4
.Only 2
.Organic 2
.Owingto 1
.Paper 1
.Parameters 2
.Photocatalytic 1
.Photochem.Photobiol.,1992,55 1
.Planning 2
.Policy 1
.Policywith 1
.Press.1975.P117 1
.Princeton 1
.Proc 1
.Program 1
.Psychology 1
.RAL,1995 2
.Regress 1
.Remanent 1
.Report 2
.Restarch 1
.Routledge 2
.SEM 2
.San 1
.Scale 1
.Science 1
.Seattle 2
.See 1
.Select 1
.Shanghai 1
.Siglo 1
.So 1
.Spectrochim.Acta.,1986,41B 1
.Sport 1
.T 1
.Take 2
.Technol 1
.Test 2
.The 61
.Their 1
.Then 1
.Theories 1
.There 2
.Therefore,Δ0AP 2
.They 1
.This 7
.Thus 5
.Timothy 1
.Towards 1
.Trans 1
.Transaction 2
.Transactions 1
.Tree,1997 1
.U.S 1
.USA 1
.USER'S 2
.University 1
.Using 3
.Value 1
.Vj 1
.Vjk 1
.Vulnerability 1
.WANG 2
.Wang 2
.Washington 1
.Waste 2
.Wastewater,1993 2
.Wat 3
.Water 10
.We 3
.What 2
.When 3
.Whiteman 2
.With 3
.Wji 1
.Zha 1
.ajim 1
.ajin 1
.com 1
.down 1
.f.' 1
.formulated 1
.from 1
.gov 2
.h 1
.height 1
.irdaDeviceID 1
.k 2
.k2 2
.k2t20.p′2 2
.k3 2
.left 1
.m 2
.mailrc 1
.ndYT 2
.owner_screen 1
.peBlue 1
.peGreen 1
.peRed 1
.print 1
.ransferring 1
.right 1
.sub_function 1
.t20.p2 2
.up 1
.width 1
.▲ 1
.　 4
.　　 14
.　　　 2
.　　　　 2
.　　　　　　　　　　　 2
0% 38
0%,0.01%,0.1%,1%,2% 1
0%-50% 1
0%. 1
0%0.01%0.1%1%2% 1
0%21.2721.2117.2316.2815.7416.7417.341 1
0%÷12×3.03 1
0+ 37
0+200+1 2
0+KQML+C++ 1
0+d 2
0+fi 1
0+hi 1
0+max｜ 1
0+∑ 2
0,0 2
0,0,0 1
0,0,0,0,0 1
0,0,1,2 1
0,0,79,0,0 1
0,1 2
0,1,...,127 3
0,1,2,3,.. 1
0,11,2,1 1
0,1B［ 1
0,363 2
0,5 1
0,50 2
0,50μmol.L 1
0,　 1
0,　　 1
0,则 1
0- 36
0-0.5 1
0-1 15
0-101.618.0014.06 2
0-104.446.6714.38 2
0-10K 1
0-12 1
0-13 1
0-14.2%-15.0% 1
0-171 1
0-184 3
0-2 1
0-20cm 2
0-3 1
0-3000a 1
0-4-4-4-5-1-10111444 1
0-4K 1
0-5 1
0-5V 1
0-7 1
0-733 2
0-75% 1
0-9 1
0-Theory 1
0. 198
0... 1
0...size-1 1
0.0 70
0.0-1.99 1
0.0.0.0.0.0.0.0 1
0.00 56
0.00% 4
0.00.0 2
0.00.00.09.00.09.10.081.827.2100.081.8 2
0.00.0000.0000.0000.0000.5000.5500.6500.750 1
0.00.4 2
0.00.51.02.03.04.0≥5 1
0.000 56
0.000.00 3
0.000.00—60.00100.00—51 1
0.000.050.140.270.350.731.061.241.110.87 2
0.000.062 2
0.000.063 2
0.000.501.002.004.006.00 3
0.000.65 2
0.000.94 2
0.0000 1
0.000000 6
0.00000000000000 1
0.000001 3
0.000002 1
0.000003 1
0.00000897 1
0.00001 2
0.000017 2
0.00001—1 1
0.00001—2.5 1
0.00001—50000 1
0.00004+0.0008 1
0.00004° 1
0.00005. 2
0.000058 2
0.000125Sc 5
0.00013.03.35.05.6 1
0.000140.0003 2
0.000147s2 2
0.00016 1
0.00017 1
0.0001c3 1
0.0001—2.5 1
0.0002 2
0.0002+0.0004Ce0.99960.055—0.961 1
0.000249Sc2 3
0.00025+0.00017 1
0.00025N. 2
0.0002c3 1
0.0003 12
0.000320 2
0.000325 2
0.00033620620 2
0.00037 1
0.0003c3 1
0.0004 2
0.0004170.0009268 1
0.00044-0.094810.022580.063580.23161 1
0.000463.0 1
0.000471465 2
0.00048 3
0.0004m2/d 2
0.0005 5
0.000581186 2
0.00059 1
0.0005mg/kg 1
0.0005s2 3
0.0006 2
0.0006+0.0002Ce0.82120.037—0.361 1
0.0006+0.0005 1
0.00060.00063 2
0.000610 1
0.000611130 2
0.000681013 2
0.000690.0014 2
0.00070.9997 1
0.000700.53200.000860.12040.001590.3498 1
0.00074 1
0.000757.5 1
0.00076906 2
0.0007718 1
0.0007718P 1
0.000777 2
0.0007％ 1
0.0008 7
0.000815 2
0.0009 1
0.000967.5 1
0.000990.75240.001150.16100.002120.4664 1
0.001 94
0.001% 1
0.001. 2
0.001.00 3
0.001.01 2
0.0010 2
0.0010.0020.0060.0000.0000.0000.0030.000 1
0.0010.025.035.050.085.0100 2
0.0010.3 1
0.0010.700.01910.400.04122.260.05630.00.11763.30.185 2
